underwood;sous-bois;B2;3;CONCRETE
underworld;monde souterrain;B2;5;ABSTRACT
underwrite;souscrire;C1;4;ABSTRACT
underwriter;souscripteur;C1;4;CONCRETE
underwriting;souscription;C1;4;ABSTRACT
underwritten;souscrit;C1;4;ABSTRACT
underwrote;souscrit;C1;4;ABSTRACT
undulation;ondulation;B2;4;ABSTRACT
unemployment;chômage;A2;8;ABSTRACT
unicorn;licorne;A2;6;CONCRETE
unit;unité;A1;8;ABSTRACT
universe;univers;A1;8;ABSTRACT
university;université;A1;9;CONCRETE
upgrade;amélioration;B1;7;ABSTRACT
upheaval;bouleversement;B2;6;ABSTRACT
uplift;élévation;B2;5;ABSTRACT
uppercut;uppercut;B2;5;CONCRETE
uprising;soulèvement;B2;6;ABSTRACT
upset;bouleversement;A2;7;ABSTRACT
upshot;résultat;B2;5;ABSTRACT
upstairs;à l'étage;A1;7;ABSTRACT
uptake;absorption;B2;5;ABSTRACT
uptown;centre-ville;B1;6;CONCRETE
upturn;amélioration;B2;5;ABSTRACT
uranium;uranium;B1;6;CONCRETE
urbanization;urbanisation;B2;6;ABSTRACT
urchin;gamin;B2;4;CONCRETE
urea;urée;B2;5;CONCRETE
ureter;uretère;C1;3;CONCRETE
urethra;urètre;C1;3;CONCRETE
urge;envie;B1;7;ABSTRACT
urgency;urgence;B1;7;ABSTRACT
urinal;urinoir;B2;4;CONCRETE
urination;urination;B2;4;ABSTRACT
urn;urne;B1;5;CONCRETE
usability;utilisabilité;B2;5;ABSTRACT
usage;usage;A2;8;ABSTRACT
user;utilisateur;A1;9;CONCRETE
usher;huissier;B2;4;CONCRETE
utensil;ustensile;A2;7;CONCRETE
uterus;utérus;B1;6;CONCRETE
utility;utilité;B1;7;ABSTRACT
utopia;utopie;B2;5;ABSTRACT
utterance;énonciation;C1;4;ABSTRACT
